"User","Location","Role","Effective","Obsolete","Right Type (Tab)","Right Group (Description)","Right Action","RightID","Access"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Criminal Warrants","View","5009","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Criminal Warrants","Add","5010","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Criminal Warrants","Modify","5011","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Criminal Warrants","Delete","5014","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Criminal Warrants (issued)","Modify","5012","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Criminal Warrants Witnesses","View","6959","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Criminal Warrants Witnesses","Add","6958","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Criminal Warrants Witnesses","Modify","6960","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Criminal Warrants Witnesses","Delete","6961","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Family Warrant Statuses","View","6364","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Family Warrant Statuses","Add","5033","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Family Warrant Statuses","Modify","5034","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Family Warrant Statuses","Delete","5035","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Family Warrants","View","5027","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Family Warrants","Add","5028","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Family Warrants","Modify","5029","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Family Warrants","Delete","5032","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Family Warrants (issued)","Modify","5030","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Family Warrants Witnesses","View","6963","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Family Warrants Witnesses","Add","6962","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Family Warrants Witnesses","Modify","6964","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Family Warrants Witnesses","Delete","6965","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Override System-Generated Warrant Number","","6948","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Pre-case Warrant Statuses","View","6388","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Pre-case Warrant Statuses","Add","5042","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Pre-case Warrant Statuses","Modify","5043","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Pre-case Warrant Statuses","Delete","5044","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Pre-case Warrants","View","5036","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Pre-case Warrants","Add","5037","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Pre-case Warrants","Modify","5038","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Pre-case Warrants","Delete","5041","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Pre-case Warrants (issued)","Modify","5039","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Pre-case Warrants Witnesses","View","6967","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Pre-case Warrants Witnesses","Add","6966","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Pre-case Warrants Witnesses","Modify","6968","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Pre-case Warrants Witnesses","Delete","6969","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Probate Warrant Statuses","View","6412","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Probate Warrant Statuses","Add","5024","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Probate Warrant Statuses","Modify","5025","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Probate Warrant Statuses","Delete","5026","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Probate Warrants","View","5018","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Probate Warrants","Add","5019","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Probate Warrants","Modify","5020","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Probate Warrants","Delete","5023","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Probate Warrants (issued)","Modify","5021","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Probate Warrants Witnesses","View","6971","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Probate Warrants Witnesses","Add","6970","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Probate Warrants Witnesses","Modify","6972","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Probate Warrants Witnesses","Delete","6973","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Service Attempts","View","500114","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Service Attempts","Add","500111","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Service Attempts","Modify","500113","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Warrants Data","Service Attempts","Delete","500112","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Web Payment Configuration","Sonant Web Payment Configuration","","1000031","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Web Payment Configuration","Web Payment Configuration","","7739","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Ability to access the Basic Stored Procedure Workflow Queue population method","","7932","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Can Verify Scanned Batches","","8468","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Can Verify Their Own Scanned Batches","","8469","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Confidential Batch Scan Stores","","8467","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Delete Items from a Queue","","6862","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Maintain Populate Workflow Queue Job","","7796","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Maintain Queues","","6855","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Maintain Schedule Workflow Queue Job","","7764","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Maintain Workflow Packet Types","","7277","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Maintain Workflow Paths","","6856","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Make an Item Complete","","7799","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Make an Item Pending in a Queue","","6864","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Move Items from One Queue to Another","","6863","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Odyssey Batch Scan","","6857","Not Granted"
"pd1aach","Pierce County District Court","CM - Accountant","","","Workflow","Unlock Document Store","","8455","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Codes","Maintain Appellate Opinion Additional Recipients Setup","","8373","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Codes","Maintain Opinion Results","","8266","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Codes","Maintain Opinion Statuses","","8267","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Codes","Maintain Opinion Types","","8265","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Codes","Maintain Opinion Votes","","8268","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Codes","Maintain the Panel Configuration Tool Page","","8283","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Data","Judicial Officer Assignment","Add","8315","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Data","Judicial Officer Assignment","Modify","8328","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Data","Judicial Officer Assignment","Delete","8327","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Data","Opinion Votes","View","8337","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Data","Opinion Votes","Add","8334","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Data","Opinion Votes","Modify","8336","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Data","Opinion Votes","Delete","8335","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Data","Opinions","View","8263","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Data","Opinions","Add","8260","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Data","Opinions","Modify","8262","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Data","Opinions","Delete","8261","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Appellate Data","View Appellate Tab","","8259","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Codes","Maintain Arbitration Statuses","","8180","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Codes","Maintain Arbitration Types","","8565","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Codes","Maintain Arbitrator Billing Types","","8178","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Codes","Maintain Arbitrator Preferences","","8179","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Codes","Maintain Arbitrator Removal Reasons","","8181","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Codes","Maintain Arbitrator Statuses","","8177","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Codes","Maintain Arbitrators","","8176","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Data","Arbitration Case Tab","View","8199","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Data","Arbitration Occurrences","Add","8668","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Data","Arbitration Occurrences","Modify","8670","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Data","Arbitration Occurrences","Delete","8669","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Data","Arbitration Party Tab","View","8208","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Data","Arbitration Statuses","View","8200","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Data","Arbitration Statuses","Add","8201","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Data","Arbitration Statuses","Modify","8202","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Data","Arbitration Statuses","Delete","8203","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Data","Assign Arbitrators","","8204","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Data","Generate Potential Arbitrator List","","8205","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Data","Maintain Arbitration Billing","","8206","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Arbitration Data","Maintain Potential Arbitrator List Responses","","8207","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Attorney Payments","Attorney Payment Status","Add","8329","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Attorney Payments","Attorney Payment Status","Modify","8330","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Attorney Payments","Attorney Payment Status","Delete","8224","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Attorney Payments","Attorney Payment Status Types","","8284","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Attorney Payments","Attorney Payments","View","7300","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Attorney Payments","Attorney Payments","Add","7297","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Attorney Payments","Attorney Payments","Modify","7299","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Attorney Payments","Attorney Payments","Delete","7298","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Attorney Payments","Maintain Attorney Payment Misc. Activity Types","","7280","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Attorney Payments","Maintain Attorney Remittance Header","","7303","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Attorney Payments","Maintain Michigan CAP Fee","","7387","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Attorney Payments","Process Attorney Payments","","7301","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Bond Company Statuses","View","6296","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Bond Company Statuses","Add","6231","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Bond Company Statuses","Modify","6233","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Bond Company Statuses","Delete","6232","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Maintain Bond Groups","","6277","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Maintain Bond Number Formats","","7293","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Maintain Bond Number ID Pools","","7294","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Maintain Bond Physical Locations","","6039","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Maintain Bond Posting Locations","","6072","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Maintain Bond Setting Amend Reasons","","7998","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Maintain Bond Setting Types","","7997","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Maintain Bond Statuses","","6074","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Maintain Bond Types","","714","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Maintain Collateral Types","","8020","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bond Codes","Maintain License Types","","8807","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Add Multiple Cases to a Bond","","6882","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Add Property to Bond Company when Posting Property Bonds","","8111","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Add Property to Bonding Insurance Company when Posting Property Bonds","","8109","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Change Current Civil Bond Party Names","","6299","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Change Current Criminal Bond Party Names","","6323","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Change Current Family Bond Party Names","","6349","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Change Current Probate Bond Party Names","","6391","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Bond Settings","View","8045","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Bond Settings","Add","8042","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Bond Settings","Modify","8044","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Bond Settings","Delete","8043","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Bond Statuses","View","6302","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Bond Statuses","Add","6006","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Bond Statuses","Modify","6007","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Bond Statuses","Delete","6008","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil External Cash Bonds","View","6680","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil External Cash Bonds","Add","6681","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil External Cash Bonds","Modify","6682","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil External Cash Bonds","Delete","7405","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Property Bonds","View","8011","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Property Bonds","Add","8008","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Property Bonds","Modify","8010","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Property Bonds","Delete","8009","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Receipted Cash Bonds","View","6664","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Receipted Cash Bonds","Add","6665","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Receipted Cash Bonds","Modify","6666","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Receipted Cash Bonds","Delete","7401","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Surety Bonds","View","6000","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Surety Bonds","Add","6001","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Surety Bonds","Modify","6002","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Civil Surety Bonds","Delete","6005","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Convert Registry to Fees","","6782","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Bond Settings","View","8049","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Bond Settings","Add","8046","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Bond Settings","Modify","8048","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Bond Settings","Delete","8047","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Bond Statuses","View","6326","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Bond Statuses","Add","6015","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Bond Statuses","Modify","6016","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Bond Statuses","Delete","6017","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal External Cash Bonds","View","6684","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal External Cash Bonds","Add","6685","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal External Cash Bonds","Modify","6686","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal External Cash Bonds","Delete","7406","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Property Bonds","View","8065","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Property Bonds","Add","8062","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Property Bonds","Modify","8064","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Property Bonds","Delete","8063","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Receipted Cash Bonds","View","6668","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Receipted Cash Bonds","Add","6669","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Receipted Cash Bonds","Modify","6670","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Receipted Cash Bonds","Delete","7402","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Surety Bonds","View","6009","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Surety Bonds","Add","6010","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Surety Bonds","Modify","6011","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Criminal Surety Bonds","Delete","6014","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Bond Settings","View","8053","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Bond Settings","Add","8050","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Bond Settings","Modify","8052","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Bond Settings","Delete","8051","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Bond Statuses","View","6352","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Bond Statuses","Add","6024","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Bond Statuses","Modify","6025","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Bond Statuses","Delete","6026","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family External Cash Bonds ","View","6692","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family External Cash Bonds ","Add","6693","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family External Cash Bonds ","Modify","6694","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family External Cash Bonds ","Delete","7407","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Property Bonds","View","8069","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Property Bonds","Add","8066","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Property Bonds","Modify","8068","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Property Bonds","Delete","8067","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Receipted Cash Bonds ","View","6676","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Receipted Cash Bonds ","Add","6677","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Receipted Cash Bonds ","Modify","6678","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Receipted Cash Bonds ","Delete","7403","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Surety Bonds","View","6027","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Surety Bonds","Add","6028","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Surety Bonds","Modify","6029","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Family Surety Bonds","Delete","6032","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Link a Freestanding Bond to a Case","","6941","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Maintain Non-disclosed checkbox on bond detail tab.","","8781","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Maintain Property Description and Recording Data on Surety Bonds","","7460","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Maintain Property Value Amounts on Surety Bonds","","7459","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Maintain Surety Property Bonds","","7461","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Modify Civil Bond Setting Percentage","","8058","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Modify Civil Property Bonds Percentage","","8118","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Modify Criminal Bond Setting Percentage","","8059","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Modify Criminal Property Bonds Percentage","","8116","Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Modify Family Bond Setting Percentage","","8060","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Modify Family Property Bonds Percentage","","8119","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Modify Owner Names on Property Bonds","","8126","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Modify Probate Bond Setting Percentage","","8061","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Modify Probate Property Bonds Percentage","","8120","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Override Bond Surety Limits","","500119","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Override Do Not Allow Bond Conversion","","7759","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Override Maximum Bond Amount Allowed on Property","","8117","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Override System-Generated Bond Number","","7295","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Probate Bond Settings","View","8057","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Probate Bond Settings","Add","8054","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Probate Bond Settings","Modify","8056","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Probate Bond Settings","Delete","8055","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Probate Bond Statuses","View","6394","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Probate Bond Statuses","Add","6033","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Probate Bond Statuses","Modify","6034","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Probate Bond Statuses","Delete","6035","Not Granted"
"pd1aach","Pierce County District Court","CM - Cashier","","","Bonds Data","Probate External Cash Bonds","View","6688","Not Granted"
